STA,YOF,AGE,IAS,IND,SIZ,FUN,COU,CON,INS,INA,NCO,NAD,SEN,EMP,PRE,REP,SSM,TOP,AVC,PAS,SAS,BIG,EXP,PSC,CAV,DAT,CDA,SDA,SUB,CPB,PLA,MOD,CAP,PAR,CRS,CRF,MLB,PAB,SAB,PRB,BDB,CCA,OWN,AGG,OOV,B2V,TOF,AYE,EAG,BEV,EDU,YED,RED,REP,TIE,PRO,ESB,E1O,E5O,E10,TMS,REC,RES,SKI,TSC,DWF,PST,HYP,TTM,LTR,PPP,BAR,AWA,CHF,LRI,GPR,TPA,SOL,INC,TRE,DIS,NDC,EPY,SUR,TIM,AVT,PSE,PSO,PSG,PSM,PSL,PSD,PSB,PSP,PSS,PSD,PSL,PSC,PSF,PSI,PSR
Success,2012.0,2.0,-6.0,Advertising,No,50000.0,United States,North America,1.0,0.0,1,0,3,10.0,,1.0,Medium,Yes,Large,Yes,Yes,No,Yes,Service,Yes,Public,No,Both,Yes,None,Global,Linear,No,None,No,No,Yes,Yes,No,No,Yes,No,No,No,Online,B2B,Low,High,Yes,Low,Bachelors,18.0,Yes,Yes,Both,500.0,Low,1.0,1.0,1.0,Medium,0.0,None,22.0,Low,Medium,No,Yes,Low,No,No,Yes,No,No,Yes,,No,No,No,1.0,Low,0.0,10.0,Not Applicable,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Success,2010.0,4.0,667.0,Analytics,No,1100000.0,United States,North America,6.0,0.0,2,0,6,,Yes,1.0,Low,No,Medium,Yes,Yes,No,Yes,Product,No,Public,No,Structured,Yes,None,Global,Non-Linear,No,None,No,No,Yes,No,No,No,No,No,No,No,Online,B2B,Medium,High,No,Low,Bachelors,18.0,No,No,Tier_2,500.0,None,0.0,0.0,0.0,None,0.0,None,5.0,High,Medium,Yes,No,Low,No,No,No,No,No,No,16024.0,No,Yes,Yes,1.0,Medium,0.0,,Not Applicable,1.0,8.283333333,0.0,0.0,75.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Success,2010.0,4.0,-497.0,Analytics,No,2000000.0,Germany,Europe,1.0,0.0,3,0,3,,,1.0,Medium,No,Small,No,No,No,No,Product,Yes,Public,No,Unstructured,Yes,None,Global,Non-Linear,No,None,No,No,Yes,Yes,No,No,Yes,No,No,No,Online,B2B,Low,High,Yes,Low,Bachelors,18.0,Yes,Yes,Both,500.0,Medium,0.0,0.0,0.0,None,2.0,None,16.0,Low,Medium,Yes,No,Medium,No,No,Yes,No,No,Yes,1978409.0,Yes,No,No,3.0,Medium,12.0,,Not Applicable,38.0,38.0,8.333333332999999,4.166666667,52.08333333,4.166666667,4.166666667,0.0,6.25,4.166666667,6.25,10.41666667,0.0,0.0,0.0,0.0,2.0
Success,2006.0,8.0,-6.0,Analytics,No,2200000.0,Denmark,Europe,2.0,0.0,1,0,2,10.0,,1.0,Low,No,Medium,Yes,Yes,No,Yes,Service,Yes,No,No,No,No,Platform,Global,Non-Linear,No,None,No,No,No,No,No,No,Yes,No,No,Yes,Online,B2C,Medium,High,Yes,Low,Masters,21.0,Yes,Yes,Both,500.0,Medium,0.0,0.0,0.0,None,0.0,None,15.0,Medium,Medium,Yes,No,Medium,No,No,No,No,No,No,17887654.0,Yes,No,No,4.0,Medium,10.0,1.4,Yes,1.0,18.61111111,12.5,6.25,18.75,6.25,6.25,0.0,18.75,6.25,6.25,12.5,0.0,0.0,0.0,6.25,1.0
Failed,2006.0,8.0,-18.0,Enterprise Software,No,200000.0,Estonia,Europe,2.0,0.0,2,0,2,10.0,No,0.0,Low,No,Small,Yes,Yes,No,No,Product,Yes,Private,No,Structured,Yes,None,Global,Linear,Yes,None,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Online,B2B,Low,Medium,Yes,Low,Bachelors,18.0,Yes,Yes,Tier_2,,Low,0.0,0.0,0.0,None,177.0,Many,12.0,Medium,Low,No,No,Low,No,No,No,No,No,No,,Yes,No,No,2.0,Low,0.0,1.6,No,24.0,24.0,7.692307692000001,0.0,23.07692308,0.0,0.0,0.0,11.53846154,3.8461538460000004,0.0,3.8461538460000004,0.0,0.0,0.0,0.0,5.0
Success,2008.0,6.0,-116.0,Analytics,No,2000000.0,Finland,Europe,1.0,0.0,1,0,2,,No,0.0,Medium,No,Small,Yes,Yes,No,No,Product,Yes,Public,No,Both,Yes,None,Local,Linear,Yes,None,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Online,B2B,Low,Medium,Yes,Medium,Bachelors,18.0,Yes,Yes,None,500.0,High,1.0,0.0,0.0,None,312.0,None,46.0,Low,Low,No,No,Medium,No,No,Yes,No,No,No,4618433.0,No,Yes,No,3.0,Medium,0.0,,Yes,30.0,30.0,11.11111111,0.0,11.11111111,27.77777778,0.0,11.11111111,16.66666667,5.555555556,5.555555556,5.555555556,0.0,0.0,0.0,5.555555556,0.0
Failed,2010.0,4.0,-6.0,Analytics,No,,France,Europe,0.0,0.0,1,0,1,10.0,,1.0,Low,No,Small,Yes,Yes,No,No,Product,No,Public,No,Unstructured,Yes,Both,Local,Linear,Yes,None,No,No,No,No,No,No,No,No,No,No,Online,B2B,None,Medium,No,Medium,Masters,21.0,Yes,No,None,500.0,Medium,0.0,0.0,0.0,None,306.0,None,13.0,High,Low,No,No,Medium,No,No,Yes,No,No,No,,Yes,Yes,,2.0,Medium,2.0,0.0,Not Applicable,1.0,1.0,10.0,0.0,30.0,10.0,0.0,10.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Success,2008.0,6.0,75.0,Analytics,Yes,400000.0,United Kingdom,Europe,2.0,0.0,4,0,5,50.0,No,0.0,Nothing,No,Small,Yes,Yes,No,No,Product,Yes,Public,No,Structured,Yes,Both,Global,Linear,Yes,None,No,No,Yes,Yes,No,No,Yes,No,No,No,Online,B2B,Medium,High,Yes,Medium,Bachelors,18.0,Yes,Yes,Both,500.0,High,0.0,0.0,0.0,None,327.0,None,27.0,Medium,Low,No,No,Low,No,No,Yes,No,No,Yes,112920.0,Yes,No,No,4.0,Medium,8.0,10.0,Yes,7.0,2.516666667,4.595588235,0.0,6.25,19.66911765,1.5625,5.882352941000001,2.9411764710000003,1.5625,2.9411764710000003,4.595588235,0.0,0.0,0.0,0.0,5.0
Success,2013.0,1.0,64.0,E-Commerce,No,,United Kingdom,Europe,0.0,0.0,0,0,1,1.0,No,0.0,Nothing,Yes,Small,No,No,No,No,Product,Yes,Public,No,Structured,Yes,None,Global,Linear,Yes,None,No,No,No,Yes,No,No,Yes,No,No,No,Online,B2C,Low,Medium,Yes,Low,Bachelors,18.0,Yes,Yes,Both,500.0,Low,1.0,0.0,0.0,Medium,3.0,Many,33.0,Low,Low,No,No,Low,No,No,No,No,No,No,11809941.0,Yes,No,No,1.0,Medium,0.0,1.0,Not Applicable,1.0,1.0,0.0,0.0,5.555555556,61.11111111,5.555555556,0.0,5.555555556,0.0,16.66666667,5.555555556,0.0,0.0,0.0,0.0,7.0
Failed,2010.0,4.0,-33.0,Analytics,No,,Sweden,Europe,1.0,0.0,2,0,2,50.0,,0.0,Low,No,Small,Yes,Yes,No,No,Product,No,Public,No,Unstructured,Yes,Both,Global,Linear,No,None,No,No,Yes,Yes,No,No,Yes,No,No,No,Online,B2C,Low,High,Yes,Low,Bachelors,18.0,Yes,Yes,Tier_2,500.0,Medium,1.0,0.0,0.0,None,252.0,Many,25.0,Low,Low,No,No,High,No,No,Yes,No,Yes,Yes,5751747.0,No,Yes,Yes,2.0,Low,0.0,16.6,Not Applicable,25.0,25.0,31.25,0.0,6.25,12.5,0.0,6.25,25.0,0.0,0.0,12.5,0.0,0.0,0.0,6.25,0.0
Success,2012.0,2.0,96.0,Analytics,No,,Argentina,South America,0.0,1.0,3,3,4,16.0,No,0.0,Low,No,Medium,Yes,Yes,No,Yes,Product,Yes,Public,Yes,Both,Yes,Platform,Global,Non-Linear,No,Many,No,No,No,Yes,No,No,Yes,Yes,No,No,Online,B2B,None,Medium,Yes,Medium,,,Yes,Yes,None,500.0,Medium,0.0,0.0,0.0,None,0.0,None,7.5,High,Medium,Yes,No,Low,No,No,Yes,No,No,No,1603864.0,Yes,Yes,No,4.0,High,0.0,16.0,Not Applicable,1.0,1.0,25.0,0.0,37.5,0.0,0.0,25.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Failed,2012.0,2.0,16.0,E-Commerce,No,,United States,North America,0.0,0.0,1,0,1,10.0,,0.0,Nothing,No,Small,No,No,No,Yes,Product,No,No,No,No,No,Platform,Local,Linear,Yes,None,No,No,No,No,No,No,No,No,No,Yes,Online,B2C,Low,High,No,Low,Bachelors,18.0,No,No,None,500.0,Low,0.0,0.0,0.0,None,0.0,None,25.0,Low,Low,Yes,Yes,Low,No,No,No,No,No,No,3274502.0,No,Yes,,2.0,Low,0.0,10.0,Not Applicable,,1.0,11.11111111,11.11111111,5.555555556,5.555555556,0.0,5.555555556,27.77777778,5.555555556,22.22222222,5.555555556,0.0,0.0,0.0,0.0,3.0
Success,2012.0,2.0,398.0,Marketing,Yes,,United States,North America,0.0,0.0,2,0,2,11.0,,0.0,High,No,Small,Yes,No,No,No,Service,No,Private,Yes,Structured,Yes,Platform,Global,Non-Linear,No,None,No,No,No,Yes,No,No,No,No,No,No,Online,B2B,Low,Medium,Yes,Medium,Bachelors,18.0,Yes,Yes,Tier_1,500.0,Low,0.0,0.0,0.0,None,,None,,Low,Medium,No,Yes,Medium,No,Yes,Yes,No,No,No,88188.0,Yes,Yes,No,3.0,Medium,5.0,1.0,Not Applicable,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Success,2012.0,2.0,,Sales,No,,,,1.0,0.0,2,0,2,13.0,No,0.0,High,No,Large,Yes,No,Yes,Yes,Product,No,No,No,No,Yes,None,Global,Non-Linear,Yes,None,No,No,No,No,No,No,No,No,No,Yes,Online,B2C,Low,Medium,No,Medium,Masters,21.0,Yes,Yes,Tier_1,500.0,Medium,1.0,0.0,0.0,High,6.0,None,36.0,Medium,Low,No,Yes,Medium,Yes,No,Yes,No,No,No,,No,No,,3.0,Medium,0.0,13.0,Not Applicable,1.0,1.0,17.64705882,11.76470588,0.0,5.882352941000001,23.52941176,0.0,11.76470588,0.0,17.64705882,0.0,0.0,11.76470588,0.0,0.0,1.0
Success,2010.0,4.0,481.0,Human Resources (HR),No,,United States,North America,3.0,0.0,3,0,3,15.0,No,0.0,High,No,Medium,Yes,No,No,Yes,Product,No,No,No,Unstructured,No,Platform,Global,Non-Linear,Yes,None,No,No,No,No,No,No,No,No,No,Yes,Online,B2B,None,High,Yes,Medium,Bachelors,18.0,No,Yes,Tier_1,500.0,Medium,0.0,0.0,0.0,None,4.0,None,8.0,Low,Low,Yes,No,Medium,No,No,Yes,No,No,No,15411.0,No,Yes,,2.0,Low,4.0,5.0,Not Applicable,1.0,1.0,14.44444444,0.0,0.0,0.0,0.0,13.33333333,6.666666667,0.0,14.44444444,0.0,0.0,3.333333333,3.333333333,11.11111111,0.0
Success,,,,Mobile,Yes,,,,2.0,2.0,1,0,7,53.0,No,0.0,High,No,Large,No,No,No,Yes,Product,Yes,No,No,No,Yes,Platform,Global,Linear,Yes,None,No,No,No,No,No,No,No,No,No,Yes,Online,B2B,None,High,No,Medium,Bachelors,18.0,No,Yes,None,500.0,Low,0.0,0.0,0.0,None,0.0,None,25.0,Medium,Low,No,No,Medium,No,No,Yes,No,No,No,,No,Yes,,3.0,Low,0.0,0.0,,1.0,1.0,5.882352941000001,11.76470588,29.41176471,5.882352941000001,5.882352941000001,5.882352941000001,11.76470588,5.882352941000001,5.882352941000001,5.882352941000001,0.0,5.882352941000001,0.0,0.0,6.0
Success,2012.0,2.0,132.0,E-Commerce,No,,India,Asia,1.0,0.0,3,0,3,11.0,No,0.0,High,No,Medium,Yes,No,No,No,Product,No,No,No,Unstructured,,Platform,Local,Non-Linear,No,None,No,No,No,No,No,No,No,No,No,Yes,Online,B2C,Low,Medium,No,Low,Bachelors,18.0,No,Yes,None,500.0,Low,0.0,0.0,0.0,High,0.0,None,20.0,High,Low,No,Yes,Low,Yes,No,No,No,No,No,45979.0,No,Yes,,3.0,Low,0.0,11.0,Not Applicable,1.0,1.0,1.8518518519999998,4.074074073999999,20.74074074,5.925925926000001,4.074074073999999,11.11111111,5.925925926000001,4.074074073999999,2.222222222,2.222222222,0.0,4.444444444,0.0,0.0,1.0
Success,2013.0,1.0,451.0,Analytics,No,,Belgium,Europe,1.0,0.0,2,0,2,2.0,No,0.0,Medium,No,Small,Yes,Yes,No,Yes,Service,No,Both,Yes,Unstructured,Yes,Platform,Global,Non-Linear,No,None,No,No,No,Yes,No,No,Yes,No,No,No,Online,B2C,None,High,No,Low,Masters,21.0,No,Yes,Tier_1,500.0,None,0.0,0.0,0.0,Medium,5.0,None,25.0,Low,Medium,No,No,Medium,Yes,No,No,No,No,No,504890.0,No,No,,3.0,Medium,0.0,2.0,Not Applicable,1.0,1.0,2.9411764710000003,0.0,0.0,35.29411765,0.0,2.9411764710000003,2.9411764710000003,2.9411764710000003,0.0,2.9411764710000003,0.0,0.0,0.0,0.0,5.0
Success,2010.0,4.0,461.0,Analytics,Yes,,Switzerland,Europe,1.0,0.0,1,0,5,32.0,No,0.0,,No,Large,Yes,Yes,No,Yes,Product,Yes,No,No,Structured,No,Platform,Global,Linear,Yes,,No,No,No,No,No,,Yes,No,No,No,Offline,B2B,Low,High,Yes,Medium,Masters,21.0,Yes,Yes,None,500.0,Medium,0.0,0.0,0.0,None,0.0,,25.0,,,,,,No,,Yes,,,,351854.0,,,,,,0.0,10.6,Not Applicable,1.0,1.0,11.76470588,5.882352941000001,0.0,0.0,5.882352941000001,0.0,5.882352941000001,0.0,11.76470588,5.882352941000001,0.0,0.0,47.05882353,5.882352941000001,1.0
Success,2011.0,3.0,278.0,Analytics,No,,Germany,Europe,3.0,0.0,2,0,2,5.0,No,0.0,High,No,Large,Yes,Yes,No,Yes,Service,No,Both,Yes,Structured,Yes,Platform,Global,Non-Linear,No,,No,No,No,No,No,,No,No,No,No,Online,B2B,None,High,No,Low,Bachelors,18.0,Yes,Yes,None,500.0,Medium,0.0,0.0,0.0,None,1.0,,18.0,,,,,,No,,Yes,,,,45388.0,,,No,,,0.0,2.5,Not Applicable,1.0,1.0,6.25,0.0,9.375,3.125,3.125,3.125,6.25,3.125,0.0,12.5,0.0,0.0,0.0,3.125,0.0
Success,2011.0,3.0,68.0,Analytics,No,,Germany,Europe,1.0,0.0,0,1,2,30.0,No,0.0,Low,No,Small,No,No,No,No,Product,Yes,Both,Yes,Both,Yes,Both,Global,Non-Linear,No,None,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Online,B2B,Low,Medium,Yes,Low,Masters,21.0,Yes,Yes,Tier_2,500.0,Low,1.0,0.0,0.0,Medium,0.0,None,17.0,Low,Low,No,Yes,Low,No,No,No,Yes,No,No,237226.0,No,Yes,No,4.0,High,1.0,15.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Success,2013.0,1.0,-68.0,Mobile,No,,Germany,Europe,0.0,0.0,2,1,4,20.0,No,0.0,Medium,No,Large,No,No,Yes,Yes,Product,Yes,Both,No,Structured,Yes,Both,Global,Linear,No,None,No,No,Yes,Yes,No,No,Yes,No,No,No,Online,B2B,Medium,High,Yes,Low,Masters,21.0,Yes,Yes,None,500.0,High,1.0,1.0,0.0,Medium,90.0,None,18.0,Low,Medium,No,No,Medium,No,No,Yes,No,No,No,596645.0,Yes,No,No,2.0,Medium,6.0,20.0,Not Applicable,1.0,1.0,11.76470588,5.882352941000001,0.0,5.882352941000001,5.882352941000001,11.76470588,17.64705882,0.0,5.882352941000001,5.882352941000001,0.0,0.0,29.41176471,0.0,0.0
Success,2012.0,2.0,115.0,Analytics,No,,Germany,Europe,6.0,0.0,2,0,2,50.0,,0.0,Medium,No,Small,Yes,Yes,No,Yes,Service,Yes,Both,No,Both,Yes,Both,Global,Non-Linear,Yes,None,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Online,B2B,None,High,Yes,Medium,Bachelors,18.0,Yes,Yes,Tier_2,228.0,High,1.0,1.0,1.0,None,0.0,None,12.0,High,Low,Yes,No,High,No,No,Yes,No,No,No,1198637.0,Yes,Yes,No,4.0,Low,4.0,50.0,Not Applicable,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Success,2013.0,1.0,41.0,Analytics,No,,Spain,Europe,1.0,0.0,1,0,5,10.0,,1.0,Medium,No,Small,No,No,No,No,Service,No,Private,No,Unstructured,No,None,Global,Linear,Yes,Few,No,No,Yes,Yes,Yes,No,Yes,No,No,No,Online,B2B,None,High,Yes,Low,Masters,21.0,Yes,Yes,None,500.0,High,0.0,1.0,0.0,Medium,293.0,Many,18.0,High,Medium,Yes,No,High,No,No,Yes,No,No,Yes,7078322.0,Yes,Yes,No,3.0,High,2.0,10.0,Not Applicable,1.0,1.0,15.83333333,8.333333332999999,4.166666667,33.33333333,7.5,0.0,15.83333333,0.0,3.333333333,7.5,0.0,0.0,0.0,4.166666667,2.0
Success,2012.0,2.0,398.0,Human Resources (HR),No,,Spain,Europe,10.0,0.0,4,0,3,10.0,,0.0,Medium,No,Large,No,No,No,Yes,Service,No,Public,Yes,Structured,No,Both,Global,Non-Linear,No,None,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Online,B2C,Low,Medium,Yes,Low,Masters,21.0,Yes,Yes,None,500.0,Low,0.0,0.0,1.0,Medium,186.0,Many,14.0,Low,Low,Yes,No,Low,Yes,No,No,No,No,Yes,235406.0,Yes,No,No,3.0,Medium,4.0,10.0,Not Applicable,1.0,1.0,28.57142857,7.142857143,7.142857143,7.142857143,14.28571429,7.142857143,7.142857143,7.142857143,0.0,0.0,0.0,0.0,7.142857143,7.142857143,4.0
Success,2010.0,4.0,93.0,Analytics,No,,France,Europe,3.0,0.0,3,0,3,14.0,No,0.0,Medium,No,Small,Yes,Yes,No,Yes,Product,Yes,Public,No,Structured,Yes,Both,Global,Linear,No,None,No,No,Yes,No,No,No,No,No,No,No,Online,B2B,None,Medium,Yes,Medium,Bachelors,18.0,Yes,No,None,500.0,Low,0.0,0.0,0.0,High,247.0,Many,18.0,Medium,Low,Yes,No,Medium,Yes,No,Yes,No,No,Yes,55913.0,No,No,No,2.0,Medium,4.0,4.6,Not Applicable,1.0,1.0,4.166666667,0.0,4.166666667,2.083333333,2.083333333,0.0,10.41666667,0.0,2.083333333,4.166666667,0.0,0.0,0.0,4.166666667,1.0
Success,2013.0,1.0,-20.0,Advertising,,,United Kingdom,Europe,1.0,0.0,3,0,3,10.0,No,0.0,Low,,,,,,,Service,No,Public,No,Structured,Yes,Both,Global,Linear,Yes,Many,No,Yes,No,No,No,No,Yes,No,No,,Online,B2B,Low,High,Yes,,Bachelors,18.0,Yes,Yes,Both,186.0,Medium,1.0,0.0,0.0,None,310.0,Many,31.0,Medium,,No,No,Medium,,,Yes,No,No,Yes,3427821.0,Yes,Yes,No,4.0,High,25.0,10.0,Not Applicable,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Success,2011.0,3.0,1.0,Analytics,No,,United Kingdom,Europe,1.0,0.0,2,0,2,1.0,,0.0,Medium,No,Small,Yes,Yes,No,No,Product,No,Public,No,Structured,Yes,Both,Global,Non-Linear,Yes,None,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Online,B2B,Low,Medium,Yes,Low,Bachelors,18.0,Yes,Yes,None,322.0,High,1.0,0.0,0.0,None,109.0,Many,49.0,Medium,Medium,No,No,Low,No,No,Yes,No,No,Yes,1578645.0,No,No,No,3.0,Medium,16.0,1.0,Not Applicable,1.0,1.0,5.882352941000001,0.0,88.23529412,0.0,0.0,0.0,5.882352941000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Success,2011.0,3.0,-14.0,Market Research,No,,United Kingdom,Europe,3.0,0.0,3,0,3,10.0,,0.0,Medium,No,Medium,Yes,No,No,No,Service,No,Public,No,Structured,No,Both,Global,Linear,No,None,No,Yes,Yes,Yes,No,No,Yes,No,No,No,Online,B2C,None,Medium,Yes,Medium,PhD,25.0,Yes,Yes,Tier_1,453.0,Medium,0.0,0.0,0.0,High,7.0,None,37.0,Low,High,No,No,Low,Yes,Yes,No,Yes,No,No,1405476.0,Yes,No,No,2.0,Low,0.0,5.0,Not Applicable,1.0,1.0,0.0,0.0,44.44444444,2.777777778,0.0,38.88888889,2.777777778,5.555555556,0.0,5.555555556,0.0,0.0,0.0,0.0,1.0
Success,2012.0,2.0,146.0,Analytics,Yes,,United Kingdom,Europe,2.0,0.0,2,0,3,10.0,No,2.0,Low,No,Small,Yes,Yes,No,No,Service,No,Public,No,Both,Yes,Both,Local,Linear,Yes,None,No,No,Yes,Yes,Yes,No,No,No,Yes,No,Online,B2B,None,Medium,Yes,Low,Masters,21.0,No,No,Both,500.0,High,1.0,1.0,0.0,None,110.0,None,27.0,Low,Low,No,No,Low,No,No,No,No,Yes,No,1713317.0,No,No,No,1.0,High,12.0,10.0,Not Applicable,1.0,1.0,19.04761905,0.0,10.22408964,11.76470588,1.960784314,1.960784314,22.96918768,5.882352941000001,2.3809523809999997,0.0,0.0,0.0,23.80952381,0.0,6.0
Success,2010.0,4.0,530.0,E-Commerce,,,United Kingdom,Europe,2.0,0.0,2,0,2,10.0,No,0.0,Low,Yes,,No,No,No,No,Service,No,Public,No,Both,Yes,Both,Local,Non-Linear,No,,No,No,Yes,Yes,Yes,No,No,No,No,No,Online,B2C,Low,High,,,,,,,,,,,,,,442.0,,31.0,Medium,,No,No,Low,,,No,,No,,267433.0,No,No,No,1.0,Medium,33.0,10.0,Not Applicable,1.0,1.0,11.11111111,0.0,5.555555556,55.55555556,5.555555556,11.11111111,5.555555556,0.0,5.555555556,0.0,0.0,0.0,0.0,0.0,3.0
Success,2013.0,1.0,297.0,Marketing,,,United Kingdom,Europe,3.0,0.0,2,0,1,50.0,No,0.0,Low,No,,No,No,Yes,Yes,Service,Yes,Public,No,Structured,Yes,Both,Global,Linear,No,,No,No,Yes,No,Yes,No,No,Yes,No,No,Online,B2B,None,High,,,,,,,,500.0,High,1.0,1.0,0.0,None,500.0,Many,50.0,Low,,,No,Medium,,,No,,No,,452454.0,Yes,,No,2.0,High,18.0,50.0,Not Applicable,1.0,1.0,15.0,0.0,10.0,10.0,0.0,0.0,15.0,10.0,20.0,0.0,0.0,5.0,0.0,15.0,2.0
Success,2010.0,4.0,-2.0,E-Commerce,No,,United Kingdom,Europe,1.0,0.0,2,0,1,,,0.0,Nothing,No,Small,No,No,No,No,Service,Yes,Public,No,Structured,Yes,Both,Local,Non-Linear,No,None,No,No,No,No,No,No,No,No,No,Yes,Online,B2C,Low,Low,No,Low,Bachelors,18.0,No,No,None,500.0,None,0.0,0.0,0.0,None,0.0,None,0.0,High,Low,Yes,No,Medium,No,No,No,No,No,No,,Yes,Yes,No,2.0,Medium,0.0,,Not Applicable,1.0,1.0,26.66666667,13.33333333,6.666666667,6.666666667,20.0,0.0,20.0,0.0,6.666666667,0.0,0.0,0.0,0.0,0.0,1.0
Success,2011.0,3.0,33.0,E-Commerce,,,United Kingdom,Europe,0.0,0.0,1,0,1,10.0,,0.0,,,,,,,,Service,Yes,Public,No,Unstructured,Yes,Both,Global,Linear,No,,No,No,Yes,Yes,Yes,No,No,Yes,No,No,Online,B2B,None,Medium,,,,,,,,,,,,,,0.0,,35.0,High,,Yes,No,Low,,,Yes,,No,,9080158.0,,,Yes,1.0,Low,3.0,5.0,Not Applicable,1.0,1.0,0.0,27.77777778,5.555555556,0.0,11.11111111,11.11111111,27.77777778,5.555555556,0.0,0.0,0.0,11.11111111,0.0,0.0,3.0
Failed,,,144.0,Network / Hosting / Infrastructure,No,,United States,North America,1.0,0.0,2,0,2,,No,0.0,Nothing,No,Small,Yes,Yes,No,Yes,Product,No,No,No,No,Yes,Platform,Local,Linear,Yes,None,No,No,No,No,No,No,No,No,No,Yes,Online,B2C,Low,High,No,Medium,Masters,21.0,Yes,Yes,Tier_1,500.0,Medium,0.0,0.0,0.0,None,0.0,None,15.0,Low,Low,No,No,Low,No,No,Yes,No,No,No,12992.0,No,No,No,2.0,Low,4.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Success,2007.0,7.0,702.0,Analytics,Yes,,United States,North America,1.0,0.0,2,0,4,5000.0,No,0.0,Low,No,Small,Yes,Yes,No,Yes,Product,Yes,No,No,No,No,Platform,Global,Non-Linear,No,None,No,No,No,No,No,No,No,No,No,Yes,Online,B2B,Low,High,Yes,Low,Bachelors,18.0,No,Yes,Tier_1,500.0,Low,0.0,0.0,0.0,High,363.0,None,21.0,High,Low,No,No,Low,Yes,No,No,No,No,Yes,7941.0,Yes,Yes,No,2.0,Medium,2.0,833.3,Yes,1.0,1.0,6.666666667,0.0,28.33333333,22.5,3.333333333,3.333333333,22.5,6.666666667,3.333333333,0.0,0.0,0.0,0.0,3.333333333,5.0
Failed,2010.0,4.0,-6.0,Analytics,No,,France,Europe,1.0,0.0,1,0,1,1.0,No,1.0,Low,No,Small,Yes,Yes,No,No,Product,No,Public,No,Unstructured,Yes,Both,Local,Linear,Yes,None,No,No,No,No,No,No,No,No,No,No,Online,B2B,None,Medium,No,Medium,Masters,21.0,Yes,No,None,500.0,Medium,0.0,0.0,0.0,None,306.0,None,13.0,High,Low,No,No,Medium,No,No,Yes,No,No,No,,Yes,Yes,No,2.0,Medium,2.0,0.0,Not Applicable,1.0,1.0,10.0,0.0,30.0,10.0,0.0,10.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Failed,2012.0,2.0,68.0,Cloud Computing,Yes,1200000.0,Austria,Europe,0.0,0.0,2,0,2,14.0,No,0.0,Medium,No,Small,Yes,Yes,No,Yes,Product,No,Both,Yes,No,Yes,Platform,Global,Linear,Yes,None,No,No,No,No,Yes,No,No,No,No,No,Offline,B2B,Low,High,No,Medium,Masters,21.0,Yes,Yes,Tier_1,500.0,Medium,0.0,0.0,0.0,None,0.0,None,25.0,Low,Low,Yes,No,Medium,No,No,No,No,No,No,1869138.0,No,No,,3.0,Medium,0.0,,Not Applicable,20.0,20.0,0.0,0.0,94.11764706,0.0,0.0,0.0,0.0,0.0,0.0,5.882352941000001,0.0,0.0,0.0,0.0,8.0
Success,2010.0,4.0,154.0,Media,No,1700000.0,United States,North America,4.0,0.0,2,0,3,3.0,No,0.0,Nothing,No,Small,Yes,No,No,Yes,Product,No,Both,Yes,No,No,Platform,Local,Non-Linear,No,None,No,No,No,No,Yes,No,No,No,No,No,Online,B2B,Low,High,No,Low,Bachelors,18.0,Yes,No,None,246.0,None,0.0,0.0,0.0,None,1.0,None,25.0,Low,Low,No,No,Low,No,No,No,No,No,No,327029.0,No,No,,3.0,Medium,0.0,,Not Applicable,12.0,5.0,15.03267974,0.0,7.843137255,24.18300654,0.0,27.58169935,10.32679739,4.183006536000001,2.222222222,6.666666667,0.0,0.0,0.0,1.960784314,6.0
